From_City,Destination,Destination_Type,Trip_Duration_Days,Activities_Count,Accommodation,Transport_Mode,Package_Type,Budget,Season
ahmedabad,munnar,Hill Station,10,6,Hotel,Bus,Luxury,61440,Summer
ahmedabad,munnar,Hill Station,3,6,Hotel,Train,Luxury,56760,Summer
ahmedabad,munnar,Hill Station,2,6,Hotel,Train,Standard,26400,Summer
ahmedabad,munnar,Hill Station,3,5,Resort,Train,Premium,45045,Summer
ahmedabad,munnar,Hill Station,2,4,Resort,Train,Standard,26400,Summer
ahmedabad,munnar,Mountain,10,7,Hotel,Car,Luxury,81600,Summer
ahmedabad,munnar,Mountain,5,3,Resort,Train,Standard,30525,Summer
ahmedabad,munnar,Mountain,10,2,Resort,Flight,Luxury,115200,Summer
ahmedabad,munnar,Mountain,5,8,Resort,Bus,Premium,47880,Summer
ahmedabad,munnar,Mountain,7,4,Camping,Flight,Premium,42112,Summer
ahmedabad,munnar,Mountain,2,2,Hotel,Train,Premium,22176,Summer
ahmedabad,munnar,Mountain,9,5,Resort,Car,Premium,59849,Summer
ahmedabad,munnar,Mountain,10,7,Hotel,Train,Premium,62831,Summer
ahmedabad,munnar,Mountain,7,8,Resort,Car,Standard,47250,Summer
ahmedabad,munnar,Mountain,9,2,Resort,Car,Premium,47250,Summer
ahmedabad,munnar,Adventure,4,4,Resort,Car,Standard,28500,Summer
ahmedabad,munnar,Adventure,4,4,Resort,Car,Luxury,57000,Summer
ahmedabad,munnar,Adventure,4,5,Hotel,Bus,Standard,20160,Summer
ahmedabad,munnar,Adventure,10,7,Hotel,Car,Premium,57120,Summer
ahmedabad,munnar,Adventure,8,7,Camping,Bus,Premium,27776,Summer
ahmedabad,munnar,Adventure,7,5,Camping,Flight,Luxury,65280,Summer
ahmedabad,munnar,Adventure,2,4,Hotel,Bus,Standard,15360,Summer
ahmedabad,munnar,Adventure,2,8,Hotel,Bus,Luxury,46080,Summer
ahmedabad,munnar,Adventure,7,5,Hotel,Train,Luxury,67320,Summer
ahmedabad,munnar,Adventure,7,5,Resort,Flight,Premium,85680,Summer
ahmedabad,munnar,Cultural,6,6,Resort,Bus,Premium,43680,Winter
ahmedabad,munnar,Cultural,4,8,Hotel,Train,Standard,35640,Winter
ahmedabad,munnar,Cultural,9,4,Hotel,Train,Standard,34980,Winter
ahmedabad,munnar,Cultural,4,4,Resort,Train,Premium,43890,Winter
ahmedabad,munnar,Cultural,4,6,Resort,Bus,Luxury,55200,Winter
ahmedabad,munnar,Cultural,10,4,Hotel,Bus,Standard,26880,Winter
ahmedabad,munnar,Cultural,4,3,Hotel,Bus,Standard,16320,Winter
ahmedabad,munnar,Cultural,2,4,Hotel,Bus,Premium,21504,Winter
ahmedabad,munnar,Cultural,6,4,Hotel,Bus,Standard,21120,Winter
ahmedabad,munnar,Cultural,10,7,Hotel,Car,Luxury,81600,Winter
ahmedabad,rishikesh,Adventure,7,4,Resort,Bus,Premium,39480,Summer
ahmedabad,rishikesh,Adventure,9,6,Resort,Bus,Luxury,73200,Summer
ahmedabad,rishikesh,Adventure,6,2,Resort,Car,Premium,37800,Summer
ahmedabad,rishikesh,Adventure,9,8,Resort,Bus,Premium,57959,Summer
ahmedabad,rishikesh,Adventure,7,3,Hotel,Car,Luxury,51600,Summer
ahmedabad,rishikesh,Adventure,10,6,Hotel,Train,Luxury,84480,Summer
ahmedabad,rishikesh,Adventure,6,5,Hotel,Train,Luxury,63360,Summer
ahmedabad,rishikesh,Adventure,4,8,Hotel,Flight,Premium,72576,Summer
ahmedabad,rishikesh,Adventure,3,7,Resort,Flight,Standard,56400,Summer
ahmedabad,rishikesh,Adventure,4,7,Camping,Car,Premium,28000,Summer
ahmedabad,rishikesh,Mountain,2,5,Hotel,Bus,Premium,24192,Summer
ahmedabad,rishikesh,Mountain,7,2,Hotel,Train,Standard,25740,Summer
ahmedabad,rishikesh,Mountain,5,6,Resort,Bus,Premium,41160,Summer
ahmedabad,rishikesh,Mountain,5,2,Hotel,Car,Luxury,39600,Summer
ahmedabad,rishikesh,Mountain,9,7,Hotel,Car,Luxury,78000,Summer
ahmedabad,rishikesh,Mountain,8,3,Resort,Flight,Premium,77280,Summer
ahmedabad,rishikesh,Mountain,10,2,Resort,Train,Premium,55440,Summer
ahmedabad,rishikesh,Mountain,4,7,Hotel,Flight,Premium,67200,Summer
ahmedabad,rishikesh,Mountain,8,4,Hotel,Car,Premium,42000,Summer
ahmedabad,rishikesh,Mountain,7,4,Resort,Train,Premium,54285,Summer
ahmedabad,rishikesh,Cultural,10,2,Hotel,Bus,Luxury,46080,Winter
ahmedabad,rishikesh,Cultural,9,7,Hotel,Flight,Premium,87360,Winter
ahmedabad,rishikesh,Cultural,6,3,Resort,Flight,Luxury,96000,Winter
ahmedabad,rishikesh,Cultural,8,3,Hotel,Car,Standard,27600,Winter
ahmedabad,rishikesh,Cultural,5,4,Resort,Flight,Luxury,98400,Winter
ahmedabad,rishikesh,Cultural,7,2,Hotel,Flight,Standard,37440,Winter
ahmedabad,rishikesh,Cultural,2,5,Camping,Train,Premium,22176,Winter
ahmedabad,rishikesh,Cultural,4,6,Hotel,Flight,Luxury,88320,Winter
ahmedabad,rishikesh,Cultural,4,3,Hotel,Bus,Premium,22848,Winter
ahmedabad,rishikesh,Cultural,6,6,Hotel,Flight,Standard,49920,Winter
ahmedabad,rishikesh,Backwater,6,8,Hotel,Train,Premium,55440,Monsoon
ahmedabad,rishikesh,Backwater,10,7,Resort,Flight,Standard,81600,Monsoon
ahmedabad,rishikesh,Backwater,2,8,Camping,Car,Standard,19200,Monsoon
ahmedabad,rishikesh,Backwater,6,4,Hotel,Flight,Standard,42240,Monsoon
ahmedabad,rishikesh,Backwater,6,5,Hotel,Bus,Premium,32255,Monsoon
ahmedabad,rishikesh,Backwater,5,2,Resort,Car,Premium,34650,Monsoon
ahmedabad,rishikesh,Backwater,9,2,Resort,Train,Luxury,74250,Monsoon
ahmedabad,rishikesh,Backwater,9,6,Hotel,Flight,Premium,81984,Monsoon
ahmedabad,rishikesh,Backwater,9,7,Hotel,Car,Premium,54600,Monsoon
ahmedabad,rishikesh,Backwater,10,7,Hotel,Car,Premium,57120,Monsoon
ahmedabad,ooty,Hill Station,4,6,Resort,Car,Standard,34500,Summer
ahmedabad,ooty,Hill Station,7,5,Hotel,Bus,Premium,34272,Summer
ahmedabad,ooty,Hill Station,4,2,Resort,Train,Premium,34650,Summer
ahmedabad,ooty,Hill Station,8,7,Hotel,Train,Standard,40920,Summer
ahmedabad,ooty,Hill Station,6,4,Resort,Car,Luxury,66000,Summer
ahmedabad,ooty,Hill Station,5,8,Hotel,Bus,Standard,27360,Summer
ahmedabad,ooty,Hill Station,4,6,Hotel,Train,Premium,42504,Summer
ahmedabad,ooty,Hill Station,6,4,Hotel,Train,Standard,29040,Summer
ahmedabad,ooty,Hill Station,10,6,Resort,Train,Standard,52800,Summer
ahmedabad,ooty,Hill Station,2,3,Hotel,Train,Premium,25872,Summer
ahmedabad,ooty,Mountain,9,5,Hotel,Train,Standard,37620,Summer
ahmedabad,ooty,Mountain,3,3,Hotel,Bus,Luxury,29760,Summer
ahmedabad,ooty,Mountain,5,8,Hotel,Bus,Luxury,54720,Summer
ahmedabad,ooty,Mountain,10,8,Resort,Car,Premium,75600,Summer
ahmedabad,ooty,Mountain,9,2,Resort,Car,Standard,33750,Summer
ahmedabad,ooty,Mountain,2,5,Resort,Train,Premium,41580,Summer
ahmedabad,ooty,Mountain,7,3,Hotel,Flight,Luxury,82560,Summer
ahmedabad,ooty,Mountain,10,8,Resort,Train,Standard,59400,Summer
ahmedabad,ooty,Mountain,6,2,Hotel,Car,Standard,21600,Summer
ahmedabad,ooty,Mountain,4,8,Hotel,Bus,Luxury,51840,Summer
ahmedabad,ooty,Cultural,5,4,Hotel,Bus,Standard,19680,Winter
ahmedabad,ooty,Cultural,4,2,Hotel,Flight,Luxury,57600,Winter
ahmedabad,ooty,Cultural,3,2,Resort,Car,Premium,28350,Winter
ahmedabad,ooty,Cultural,8,2,Resort,Bus,Standard,25200,Winter
ahmedabad,ooty,Cultural,2,8,Resort,Car,Premium,50400,Winter
ahmedabad,ooty,Cultural,3,4,Hotel,Car,Standard,21000,Winter
ahmedabad,ooty,Cultural,6,7,Hotel,Car,Standard,33600,Winter
ahmedabad,ooty,Cultural,3,6,Hotel,Bus,Luxury,41280,Winter
ahmedabad,ooty,Cultural,5,3,Hotel,Train,Standard,24420,Winter
ahmedabad,ooty,Cultural,3,3,Hotel,Train,Luxury,40920,Winter
ahmedabad,ooty,Backwater,7,4,Hotel,Bus,Luxury,45120,Monsoon
ahmedabad,ooty,Backwater,5,6,Hotel,Car,Standard,29400,Monsoon
ahmedabad,ooty,Backwater,2,6,Hotel,Bus,Luxury,38400,Monsoon
ahmedabad,ooty,Backwater,5,4,Resort,Bus,Luxury,49200,Monsoon
ahmedabad,ooty,Backwater,2,7,Camping,Car,Standard,17600,Monsoon
ahmedabad,ooty,Backwater,10,8,Camping,Flight,Premium,64511,Monsoon
ahmedabad,ooty,Backwater,4,5,Resort,Car,Standard,31500,Monsoon
ahmedabad,ooty,Backwater,7,5,Hotel,Flight,Standard,48960,Monsoon
ahmedabad,ooty,Backwater,10,3,Resort,Flight,Standard,62400,Monsoon
ahmedabad,ooty,Backwater,7,2,Resort,Flight,Standard,46800,Monsoon
ahmedabad,darjeeling,Mountain,10,3,Hotel,Flight,Premium,69888,Summer
ahmedabad,darjeeling,Mountain,6,6,Hotel,Car,Standard,31200,Summer
ahmedabad,darjeeling,Mountain,7,5,Resort,Car,Premium,53550,Summer
ahmedabad,darjeeling,Mountain,6,5,Hotel,Train,Luxury,63360,Summer
ahmedabad,darjeeling,Mountain,9,3,Hotel,Flight,Premium,65856,Summer
ahmedabad,darjeeling,Mountain,8,3,Hotel,Car,Premium,38640,Summer
ahmedabad,darjeeling,Mountain,7,3,Hotel,Car,Luxury,51600,Summer
ahmedabad,darjeeling,Mountain,9,7,Hotel,Car,Premium,54600,Summer
ahmedabad,darjeeling,Mountain,9,6,Hotel,Car,Standard,36600,Summer
ahmedabad,darjeeling,Mountain,4,5,Hotel,Flight,Luxury,80640,Summer
ahmedabad,darjeeling,Hill Station,3,7,Hotel,Bus,Standard,22560,Summer
ahmedabad,darjeeling,Hill Station,7,3,Resort,Train,Standard,35475,Summer
ahmedabad,darjeeling,Hill Station,8,2,Hotel,Bus,Premium,28224,Summer
ahmedabad,darjeeling,Hill Station,9,4,Hotel,Train,Luxury,69960,Summer
ahmedabad,darjeeling,Hill Station,8,4,Hotel,Flight,Luxury,96000,Summer
ahmedabad,darjeeling,Hill Station,8,5,Camping,Train,Standard,23760,Summer
ahmedabad,darjeeling,Hill Station,9,2,Hotel,Car,Premium,37800,Summer
ahmedabad,darjeeling,Hill Station,9,5,Hotel,Bus,Luxury,54720,Summer
ahmedabad,darjeeling,Hill Station,4,2,Resort,Car,Luxury,45000,Summer
ahmedabad,darjeeling,Hill Station,2,8,Resort,Car,Premium,50400,Summer
ahmedabad,darjeeling,Cultural,2,3,Hotel,Flight,Luxury,53760,Winter
ahmedabad,darjeeling,Cultural,7,3,Resort,Train,Luxury,70950,Winter
ahmedabad,darjeeling,Cultural,3,8,Hotel,Car,Luxury,61200,Winter
ahmedabad,darjeeling,Cultural,10,8,Hotel,Flight,Premium,96768,Winter
ahmedabad,darjeeling,Cultural,5,4,Hotel,Flight,Premium,55104,Winter
ahmedabad,darjeeling,Cultural,10,4,Hotel,Train,Luxury,73920,Winter
ahmedabad,darjeeling,Cultural,10,2,Resort,Car,Premium,50400,Winter
ahmedabad,darjeeling,Cultural,3,5,Hotel,Flight,Premium,52416,Winter
ahmedabad,darjeeling,Cultural,8,5,Hotel,Flight,Standard,51840,Winter
ahmedabad,darjeeling,Cultural,2,3,Resort,Train,Luxury,46200,Winter
ahmedabad,darjeeling,Historical,4,5,Resort,Flight,Standard,50400,Winter
ahmedabad,darjeeling,Historical,6,7,Hotel,Flight,Premium,75264,Winter
ahmedabad,darjeeling,Historical,3,6,Resort,Flight,Luxury,103200,Winter
ahmedabad,darjeeling,Historical,10,7,Hotel,Flight,Premium,91392,Winter
ahmedabad,darjeeling,Historical,10,8,Resort,Bus,Luxury,86400,Winter
ahmedabad,darjeeling,Historical,2,5,Resort,Train,Premium,41580,Winter
ahmedabad,darjeeling,Historical,8,6,Camping,Train,Premium,35728,Winter
ahmedabad,darjeeling,Historical,7,2,Hotel,Car,Luxury,46800,Winter
ahmedabad,darjeeling,Historical,2,3,Hotel,Train,Premium,25872,Winter
ahmedabad,darjeeling,Historical,2,8,Hotel,Train,Premium,44352,Winter
ahmedabad,alleppey,Backwater,3,5,Hotel,Train,Premium,36036,Monsoon
ahmedabad,alleppey,Backwater,8,4,Hotel,Car,Luxury,60000,Monsoon
ahmedabad,alleppey,Backwater,5,3,Camping,Bus,Luxury,23680,Monsoon
ahmedabad,alleppey,Backwater,6,6,Hotel,Car,Luxury,62400,Monsoon
ahmedabad,alleppey,Backwater,3,8,Hotel,Train,Standard,33660,Monsoon
ahmedabad,alleppey,Backwater,7,3,Resort,Car,Luxury,64500,Monsoon
ahmedabad,alleppey,Backwater,7,2,Hotel,Flight,Luxury,74880,Monsoon
ahmedabad,alleppey,Backwater,8,6,Resort,Flight,Premium,97440,Monsoon
ahmedabad,alleppey,Backwater,2,7,Hotel,Flight,Luxury,84480,Monsoon
ahmedabad,alleppey,Backwater,2,4,Hotel,Flight,Luxury,61440,Monsoon
ahmedabad,alleppey,Beach,8,4,Hotel,Car,Premium,42000,Winter
ahmedabad,alleppey,Beach,3,7,Hotel,Bus,Premium,31583,Winter
ahmedabad,alleppey,Beach,9,6,Camping,Train,Standard,26840,Winter
ahmedabad,alleppey,Beach,6,4,Hotel,Flight,Standard,42240,Winter
ahmedabad,alleppey,Beach,9,7,Hotel,Car,Luxury,78000,Winter
ahmedabad,alleppey,Beach,5,4,Hotel,Train,Standard,27060,Winter
ahmedabad,alleppey,Beach,6,6,Hotel,Flight,Standard,49920,Winter
ahmedabad,alleppey,Beach,3,7,Resort,Car,Luxury,70500,Winter
ahmedabad,alleppey,Beach,7,4,Hotel,Car,Luxury,56400,Winter
ahmedabad,alleppey,Beach,10,5,Resort,Flight,Standard,72000,Winter
ahmedabad,alleppey,Coastal,7,8,Camping,Car,Luxury,50400,Monsoon
ahmedabad,alleppey,Coastal,6,6,Hotel,Train,Premium,48048,Monsoon
ahmedabad,alleppey,Coastal,10,4,Camping,Bus,Premium,25088,Monsoon
ahmedabad,alleppey,Coastal,8,4,Hotel,Flight,Luxury,96000,Monsoon
ahmedabad,alleppey,Coastal,10,3,Hotel,Car,Luxury,62400,Monsoon
ahmedabad,alleppey,Coastal,10,8,Hotel,Bus,Luxury,69120,Monsoon
ahmedabad,alleppey,Coastal,9,3,Resort,Flight,Premium,82320,Monsoon
ahmedabad,alleppey,Coastal,10,8,Camping,Flight,Luxury,92160,Monsoon
ahmedabad,alleppey,Coastal,2,6,Hotel,Bus,Premium,26880,Monsoon
ahmedabad,alleppey,Coastal,9,3,Resort,Bus,Standard,29400,Monsoon
ahmedabad,alleppey,Cultural,6,8,Hotel,Flight,Premium,80640,Winter
ahmedabad,alleppey,Cultural,7,8,Hotel,Car,Luxury,75600,Winter
ahmedabad,alleppey,Cultural,5,8,Hotel,Flight,Premium,76608,Winter
ahmedabad,alleppey,Cultural,6,7,Camping,Bus,Premium,25088,Winter
ahmedabad,alleppey,Cultural,5,5,Resort,Bus,Standard,27000,Winter
ahmedabad,alleppey,Cultural,4,3,Hotel,Car,Standard,20400,Winter
ahmedabad,alleppey,Cultural,6,5,Hotel,Flight,Luxury,92160,Winter
ahmedabad,alleppey,Cultural,8,5,Hotel,Car,Standard,32400,Winter
ahmedabad,alleppey,Cultural,4,4,Hotel,Bus,Standard,18240,Winter
ahmedabad,alleppey,Cultural,6,8,Hotel,Train,Luxury,79200,Winter
ahmedabad,andaman,Island,10,3,Resort,Car,Luxury,78000,Winter
ahmedabad,andaman,Island,9,8,Hotel,Car,Standard,41400,Winter
ahmedabad,andaman,Island,3,4,Hotel,Train,Standard,23100,Winter
ahmedabad,andaman,Island,8,4,Hotel,Car,Premium,42000,Winter
ahmedabad,andaman,Island,4,3,Resort,Car,Luxury,51000,Winter
ahmedabad,andaman,Island,10,2,Resort,Train,Premium,55440,Winter
ahmedabad,andaman,Island,3,3,Hotel,Car,Premium,26040,Winter
ahmedabad,andaman,Island,7,8,Resort,Flight,Luxury,151200,Winter
ahmedabad,andaman,Island,5,5,Hotel,Bus,Standard,21600,Winter
ahmedabad,andaman,Island,3,3,Hotel,Bus,Premium,20832,Winter
ahmedabad,andaman,Beach,9,5,Hotel,Train,Luxury,75240,Winter
ahmedabad,andaman,Beach,2,5,Hotel,Train,Luxury,47520,Winter
ahmedabad,andaman,Beach,3,4,Hotel,Flight,Premium,47040,Winter
ahmedabad,andaman,Beach,5,4,Camping,Bus,Premium,18368,Winter
ahmedabad,andaman,Beach,9,7,Resort,Train,Premium,75075,Winter
ahmedabad,andaman,Beach,2,7,Resort,Car,Luxury,66000,Winter
ahmedabad,andaman,Beach,2,7,Hotel,Bus,Premium,29567,Winter
ahmedabad,andaman,Beach,10,5,Hotel,Train,Luxury,79200,Winter
ahmedabad,andaman,Beach,7,8,Resort,Car,Luxury,94500,Winter
ahmedabad,andaman,Beach,5,8,Hotel,Flight,Premium,76608,Winter
ahmedabad,andaman,Coastal,2,5,Hotel,Train,Premium,33264,Monsoon
ahmedabad,andaman,Coastal,3,8,Hotel,Bus,Premium,34272,Monsoon
ahmedabad,andaman,Coastal,5,8,Resort,Bus,Premium,47880,Monsoon
ahmedabad,andaman,Coastal,7,8,Hotel,Flight,Standard,60480,Monsoon
ahmedabad,andaman,Coastal,6,8,Hotel,Car,Premium,50400,Monsoon
ahmedabad,andaman,Coastal,9,7,Resort,Flight,Premium,109200,Monsoon
ahmedabad,andaman,Coastal,8,8,Hotel,Car,Standard,39600,Monsoon
ahmedabad,andaman,Coastal,6,6,Hotel,Car,Premium,43680,Monsoon
ahmedabad,andaman,Coastal,8,6,Hotel,Train,Premium,53592,Monsoon
ahmedabad,andaman,Coastal,2,8,Hotel,Car,Luxury,57600,Monsoon
ahmedabad,andaman,Adventure,4,7,Resort,Flight,Luxury,120000,Summer
ahmedabad,andaman,Adventure,4,2,Hotel,Flight,Standard,28800,Summer
ahmedabad,andaman,Adventure,6,4,Hotel,Car,Standard,26400,Summer
ahmedabad,andaman,Adventure,4,3,Resort,Bus,Luxury,40800,Summer
ahmedabad,andaman,Adventure,8,8,Resort,Train,Premium,76230,Summer
ahmedabad,andaman,Adventure,9,8,Resort,Bus,Premium,57959,Summer
ahmedabad,andaman,Adventure,4,7,Hotel,Train,Premium,46200,Summer
ahmedabad,andaman,Adventure,5,2,Hotel,Flight,Premium,44352,Summer
ahmedabad,andaman,Adventure,4,5,Camping,Flight,Luxury,53760,Summer
ahmedabad,andaman,Adventure,5,2,Resort,Car,Luxury,49500,Summer
ahmedabad,pondicherry,Coastal,5,2,Hotel,Flight,Standard,31680,Monsoon
ahmedabad,pondicherry,Coastal,6,7,Hotel,Bus,Standard,26880,Monsoon
ahmedabad,pondicherry,Coastal,8,6,Hotel,Flight,Luxury,111360,Monsoon
ahmedabad,pondicherry,Coastal,6,3,Camping,Car,Premium,22400,Monsoon
ahmedabad,pondicherry,Coastal,4,6,Hotel,Car,Standard,27600,Monsoon
ahmedabad,pondicherry,Coastal,10,5,Hotel,Flight,Luxury,115200,Monsoon
ahmedabad,pondicherry,Coastal,9,2,Hotel,Bus,Luxury,43200,Monsoon
ahmedabad,pondicherry,Coastal,5,3,Resort,Train,Premium,42735,Monsoon
ahmedabad,pondicherry,Coastal,9,5,Resort,Bus,Premium,47880,Monsoon
ahmedabad,pondicherry,Coastal,5,6,Hotel,Bus,Premium,32928,Monsoon
ahmedabad,pondicherry,Cultural,5,5,Resort,Bus,Premium,37800,Winter
ahmedabad,pondicherry,Cultural,4,2,Camping,Train,Premium,18480,Winter
ahmedabad,pondicherry,Cultural,5,6,Hotel,Flight,Standard,47040,Winter
ahmedabad,pondicherry,Cultural,7,6,Hotel,Flight,Standard,52800,Winter
ahmedabad,pondicherry,Cultural,2,5,Hotel,Bus,Premium,24192,Winter
ahmedabad,pondicherry,Cultural,8,7,Resort,Bus,Luxury,74400,Winter
ahmedabad,pondicherry,Cultural,8,7,Hotel,Flight,Luxury,119040,Winter
ahmedabad,pondicherry,Cultural,6,2,Resort,Car,Luxury,54000,Winter
ahmedabad,pondicherry,Cultural,2,2,Resort,Train,Standard,19800,Winter
ahmedabad,pondicherry,Cultural,9,4,Hotel,Car,Standard,31800,Winter
ahmedabad,pondicherry,Beach,6,6,Camping,Flight,Premium,46592,Winter
ahmedabad,pondicherry,Beach,8,7,Hotel,Train,Standard,40920,Winter
ahmedabad,pondicherry,Beach,10,2,Hotel,Bus,Premium,32255,Winter
ahmedabad,pondicherry,Beach,4,6,Resort,Flight,Premium,77280,Winter
ahmedabad,pondicherry,Beach,9,3,Resort,Car,Premium,51450,Winter
ahmedabad,pondicherry,Beach,10,5,Hotel,Bus,Premium,40320,Winter
ahmedabad,pondicherry,Beach,3,4,Resort,Car,Standard,26250,Winter
ahmedabad,pondicherry,Beach,9,8,Camping,Train,Luxury,60720,Winter
ahmedabad,pondicherry,Beach,7,5,Hotel,Train,Premium,47124,Winter
ahmedabad,pondicherry,Beach,6,6,Camping,Train,Premium,32032,Winter
ahmedabad,pondicherry,Historical,4,4,Hotel,Flight,Standard,36480,Winter
ahmedabad,pondicherry,Historical,10,8,Hotel,Flight,Standard,69120,Winter
ahmedabad,pondicherry,Historical,5,3,Hotel,Car,Standard,22200,Winter
ahmedabad,pondicherry,Historical,4,2,Resort,Flight,Premium,50400,Winter
ahmedabad,pondicherry,Historical,4,7,Resort,Flight,Premium,84000,Winter
ahmedabad,pondicherry,Historical,3,5,Hotel,Car,Premium,32759,Winter
ahmedabad,pondicherry,Historical,7,7,Hotel,Flight,Premium,79296,Winter
ahmedabad,pondicherry,Historical,9,2,Resort,Bus,Standard,27000,Winter
ahmedabad,pondicherry,Historical,7,2,Hotel,Bus,Premium,26208,Winter
ahmedabad,pondicherry,Historical,4,8,Resort,Bus,Luxury,64800,Winter
ahmedabad,shimla,Mountain,10,8,Resort,Train,Luxury,118800,Summer
ahmedabad,shimla,Mountain,5,6,Hotel,Car,Luxury,58800,Summer
ahmedabad,shimla,Mountain,4,5,Camping,Car,Standard,16800,Summer
ahmedabad,shimla,Mountain,9,7,Hotel,Car,Premium,54600,Summer
ahmedabad,shimla,Mountain,2,4,Camping,Car,Premium,17920,Summer
ahmedabad,shimla,Mountain,7,6,Resort,Car,Premium,57749,Summer
ahmedabad,shimla,Mountain,4,2,Resort,Car,Premium,31499,Summer
ahmedabad,shimla,Mountain,9,5,Hotel,Train,Luxury,75240,Summer
ahmedabad,shimla,Mountain,2,4,Resort,Car,Luxury,48000,Summer
ahmedabad,shimla,Mountain,9,4,Hotel,Bus,Standard,25440,Summer
ahmedabad,shimla,Hill Station,2,8,Hotel,Train,Premium,44352,Summer
ahmedabad,shimla,Hill Station,2,7,Hotel,Car,Luxury,52800,Summer
ahmedabad,shimla,Hill Station,8,2,Hotel,Flight,Premium,56448,Summer
ahmedabad,shimla,Hill Station,4,3,Hotel,Flight,Standard,32640,Summer
ahmedabad,shimla,Hill Station,2,8,Resort,Bus,Standard,28800,Summer
ahmedabad,shimla,Hill Station,8,8,Resort,Flight,Premium,110880,Summer
ahmedabad,shimla,Hill Station,4,2,Hotel,Train,Premium,27720,Summer
ahmedabad,shimla,Hill Station,8,7,Resort,Train,Luxury,102300,Summer
ahmedabad,shimla,Hill Station,4,4,Hotel,Car,Premium,31919,Summer
ahmedabad,shimla,Hill Station,10,3,Resort,Flight,Premium,87360,Summer
ahmedabad,shimla,Adventure,8,5,Resort,Train,Luxury,89100,Summer
ahmedabad,shimla,Adventure,8,2,Hotel,Flight,Premium,56448,Summer
ahmedabad,shimla,Adventure,4,5,Resort,Flight,Standard,50400,Summer
ahmedabad,shimla,Adventure,2,6,Hotel,Train,Premium,36960,Summer
ahmedabad,shimla,Adventure,5,7,Hotel,Bus,Premium,35616,Summer
ahmedabad,shimla,Adventure,10,7,Resort,Car,Premium,71400,Summer
ahmedabad,shimla,Adventure,9,5,Hotel,Car,Premium,47880,Summer
ahmedabad,shimla,Adventure,6,3,Hotel,Bus,Luxury,38400,Summer
ahmedabad,shimla,Adventure,6,8,Hotel,Bus,Luxury,57600,Summer
ahmedabad,shimla,Adventure,8,4,Resort,Car,Luxury,75000,Summer
ahmedabad,shimla,Cultural,3,2,Hotel,Car,Luxury,32400,Winter
ahmedabad,shimla,Cultural,8,5,Hotel,Car,Premium,45360,Winter
ahmedabad,shimla,Cultural,6,4,Resort,Train,Luxury,72600,Winter
ahmedabad,shimla,Cultural,3,8,Resort,Car,Standard,38250,Winter
ahmedabad,shimla,Cultural,9,3,Hotel,Bus,Premium,32928,Winter
ahmedabad,shimla,Cultural,2,2,Hotel,Flight,Luxury,46080,Winter
ahmedabad,shimla,Cultural,6,4,Hotel,Flight,Luxury,84480,Winter
ahmedabad,shimla,Cultural,9,6,Hotel,Train,Premium,56364,Winter
ahmedabad,shimla,Cultural,4,3,Hotel,Bus,Standard,16320,Winter
ahmedabad,shimla,Cultural,6,8,Resort,Car,Premium,62999,Winter
ahmedabad,agra,Historical,10,2,Resort,Car,Premium,50400,Winter
ahmedabad,agra,Historical,3,2,Resort,Bus,Luxury,32400,Winter
ahmedabad,agra,Historical,9,5,Hotel,Flight,Luxury,109440,Winter
ahmedabad,agra,Historical,9,4,Resort,Train,Luxury,87450,Winter
ahmedabad,agra,Historical,8,8,Hotel,Train,Standard,43560,Winter
ahmedabad,agra,Historical,4,3,Camping,Car,Standard,13600,Winter
ahmedabad,agra,Historical,3,8,Resort,Car,Luxury,76500,Winter
ahmedabad,agra,Historical,5,8,Hotel,Car,Standard,34200,Winter
ahmedabad,agra,Historical,9,7,Resort,Bus,Luxury,78000,Winter
ahmedabad,agra,Historical,5,5,Hotel,Bus,Standard,21600,Winter
ahmedabad,agra,Cultural,6,8,Resort,Flight,Standard,72000,Winter
ahmedabad,agra,Cultural,9,5,Hotel,Car,Standard,34200,Winter
ahmedabad,agra,Cultural,4,3,Hotel,Flight,Premium,45696,Winter
ahmedabad,agra,Cultural,9,2,Resort,Flight,Luxury,108000,Winter
ahmedabad,agra,Cultural,5,3,Hotel,Train,Luxury,48840,Winter
ahmedabad,agra,Cultural,8,2,Resort,Train,Standard,34650,Winter
ahmedabad,agra,Cultural,3,7,Hotel,Flight,Premium,63167,Winter
ahmedabad,agra,Cultural,9,7,Resort,Train,Standard,53625,Winter
ahmedabad,agra,Cultural,9,5,Resort,Flight,Luxury,136800,Winter
ahmedabad,agra,Cultural,9,3,Hotel,Car,Luxury,58800,Winter
ahmedabad,agra,City,2,5,Hotel,Train,Luxury,47520,Winter
ahmedabad,agra,City,3,4,Hotel,Flight,Premium,47040,Winter
ahmedabad,agra,City,3,5,Hotel,Train,Premium,36036,Winter
ahmedabad,agra,City,8,2,Hotel,Bus,Premium,28224,Winter
ahmedabad,agra,City,5,5,Resort,Train,Premium,51975,Winter
ahmedabad,agra,City,5,6,Camping,Bus,Luxury,31360,Winter
ahmedabad,agra,City,7,6,Resort,Flight,Standard,66000,Winter
ahmedabad,agra,City,6,7,Resort,Flight,Premium,94080,Winter
ahmedabad,agra,City,7,8,Resort,Flight,Standard,75600,Winter
ahmedabad,agra,City,5,4,Resort,Car,Luxury,61500,Winter
ahmedabad,agra,Adventure,9,3,Hotel,Bus,Standard,23520,Summer
